samples	chr10:5799876	chr10:5801465	chr10:5801555	chr10:5801595	chr10:5801775	chr10:5801855	enhancer_sum	ENSG00000196372.11
TCGA-AR-A2LK_tumor	0.548681945	1.070671255	1.129988222	1.138885767	3.384032969	2.577322217	9.849582375	5.605647783
TCGA-AR-A2LL_tumor	0.209323623	0.495399241	0.680301775	0.491910514	1.461776634	1.203610832	4.542322619	6.513273021
TCGA-AR-A2LM_tumor	0.233924432	0.438758599	0.216530218	0.720817698	0.529929217	1.102594661	3.242554825	4.925357183
TCGA-AR-A2LN_tumor	0.654696647	0.841033385	1.022333995	0.553974086	0.220630756	0.463323781	3.75599265	4.352148546
TCGA-AR-A2LO_tumor	0.204041899	1.040613683	1.316070246	0.958996923	0.821268642	0.678439313	5.019430706	5.522776463
TCGA-AR-A2LQ_tumor	0.163474938	0.408687346	0.326949877	0.169111554	0.175735559	0.2002568	1.444216074	3.405169461
TCGA-AR-A2LR_tumor	0.422333369	1.069031339	0.857864655	1.113024399	1.337389001	1.293395941	6.093038704	4.389117316
TCGA-AR-A5QM_tumor	0.176718575	0.176718575	0.261805035	0.309257507	0.804069518	0.720128194	2.448697404	4.980917646
TCGA-AR-A5QN_tumor	0.206080689	0.245334153	0.28547998	0.441601476	0.130844882	0.821051633	2.130392813	5.132775919
TCGA-AR-A5QP_tumor	0	0.175435101	0.164802071	0	0.329604143	0.523246576	1.193087891	6.133932635
TCGA-AR-A5QQ_tumor	0.171285151	0	0	0	0.171285151	0	0.342570302	3.021966601
TCGA-B6-A0I1_tumor	0.568478087	0.876850635	0.933162143	1.018970157	1.69202676	2.102296323	7.191784105	4.877535716
TCGA-B6-A0I2_tumor	0.454127556	0.268983244	0.139731556	0.359914952	0.492553733	0.838389333	2.553700374	2.733952253
TCGA-B6-A0I5_tumor	0	0.172349961	0.172349961	0	0.344699922	0	0.689399844	4.425670222
TCGA-B6-A0I6_tumor	0.236426585	0.178435158	0.263191858	0.178435158	0.236426585	0.68251448	1.775429824	4.147457895
TCGA-B6-A0I8_tumor	0.269131342	1.339540089	0.587195656	1.122400029	1.412939546	1.899210948	6.63041761	5.857366041
TCGA-B6-A0I9_tumor	0.180362268	0.14094252	0.380764789	0.340684285	0.612659134	0.469514477	2.124927473	4.958726836
TCGA-B6-A0IA_tumor	0.128158493	0.128158493	0.174163548	0.499818124	0.336416045	0.38447548	1.651190183	5.260720407
TCGA-B6-A0IB_tumor	0.23148967	0.226197896	0.125665498	0.125665498	0.314163744	0.172790059	1.195972365	5.778159458
TCGA-B6-A0IC_tumor	1.325750277	1.359543912	1.403735588	1.609096905	1.395937057	1.562305719	8.656369458	5.858786754
TCGA-B6-A0IE_tumor	0.180243458	0.560444503	0.436527125	0.833625994	0.543546679	0.532281463	3.086669222	4.849467069
TCGA-B6-A0IG_tumor	0.23783595	0.627776285	0.298677704	0.674790368	0.127214578	0.273787895	2.24008278	4.069700102
TCGA-B6-A0IH_tumor	0	0.661535595	0.538678984	0.529228476	0.439448645	0.940325596	3.109217296	5.473664511
TCGA-B6-A0IJ_tumor	0.185463857	0.187782155	0.092731928	0.113596612	0.33615324	0.503070711	1.418798503	3.725695951
TCGA-B6-A0IK_tumor	0	0.608102236	0.239615673	0.642769687	1.135929188	0.443289439	3.069706223	2.63741547
TCGA-B6-A0IM_tumor	0.18387909	0.368594663	0.258267009	0.443818064	0.164775355	0.265789349	1.68512353	5.826188711
TCGA-B6-A0IN_tumor	0.156971308	0.156971308	0.274699788	0.16089559	0.24722981	0.4081254	1.404893204	3.67793249
TCGA-B6-A0IO_tumor	0	1.180305895	0.588688548	0.494966988	0.881568423	0.866924429	4.012454283	5.157699466
TCGA-B6-A0IP_tumor	0.248625151	0.306920867	0.122215142	0.202194763	0.677833411	0.706333706	2.26412304	5.263173592
TCGA-B6-A0IQ_tumor	0.787761142	0.850480978	0.278476073	0.587057666	1.625698153	1.154044985	5.283518997	4.092008071
TCGA-B6-A0RE_tumor	0.235979562	0.390841149	0.431400137	0.346594982	0.671066879	0.567825821	2.64370853	5.101153158
TCGA-B6-A0RG_tumor	0.195299103	0.256714789	0.190159103	0.33277843	0.190159103	0.380318206	1.545428734	4.183369396
TCGA-B6-A0RH_tumor	0	0.194584389	0.181758374	0.197723102	0.11298463	0	0.687050495	4.028320616
TCGA-B6-A0RI_tumor	0.234724056	0.462155363	0.248137108	0.449748507	0.809547313	0.99254843	3.196860777	4.732219338
TCGA-B6-A0RL_tumor	0.393260105	0.618851172	0.579220309	0.34143513	0.225121595	0.298755738	2.456644049	5.630669191
TCGA-B6-A0RM_tumor	0.300243178	0.150121589	0.41283437	0.38895139	1.163442314	0.999673308	3.415266149	6.3496315
TCGA-B6-A0RN_tumor	0	0.154137543	0.339102594	0.385343856	0.704628986	0.154137543	1.737350522	4.9556027
TCGA-B6-A0RO_tumor	0.204448658	0	0.120263917	0	0	0	0.324712575	5.098718586
TCGA-B6-A0RP_tumor	0.301419704	0.424220324	0	0.186061918	0.277291614	0.700521718	1.889515278	5.040982174
TCGA-B6-A0RQ_tumor	0	0.772717851	0.119801217	0.563065721	1.93796439	0	3.393549179	4.351344747
TCGA-B6-A0RS_tumor	0.274767309	0.116922259	0.116922259	0.184152558	0.156922533	0.12341846	0.973105378	3.411606161
TCGA-B6-A0RT_tumor	0.844491824	0.920709498	0.862784066	1.414600023	1.963367274	1.420697437	7.426650122	4.033087777
TCGA-B6-A0RU_tumor	0	0.258564307	0.224448183	0.351934751	0	0	0.834947241	3.828155415
TCGA-B6-A0RV_tumor	0.157888814	0.157888814	0.315777629	0.311830408	0.232886001	0.213149899	1.389421565	5.163395364
TCGA-B6-A0WS_tumor	0	0.628899573	0.917574786	1.113461538	0.711378205	0.374590456	3.745904558	5.59721218
TCGA-B6-A0WT_tumor	0	0.372594235	0.390918542	0.2748646	0	0.244324089	1.282701466	3.997391686
TCGA-B6-A0WV_tumor	0.419972106	0.289522025	0.341730915	0.346477178	0.654984254	1.082147897	3.134834375	4.583601966
TCGA-B6-A0WW_tumor	0	0	0.578528937	0.226380495	0.45276099	0.475399039	1.733069461	3.865281125
TCGA-B6-A0WX_tumor	0.359536534	0.410898896	0.720875544	1.167637696	1.619626482	1.321724782	5.600299934	3.676584934
TCGA-B6-A0WY_tumor	0.129487369	0.433782685	0.195891081	0.997052738	0.26868629	0	2.024900163	4.695263154
TCGA-B6-A0WZ_tumor	0.26981566	0	1.014506882	1.760547182	0.387860011	0.67453915	4.107268885	4.647809409
TCGA-B6-A0X0_tumor	0	0.23323087	0.23323087	0.23323087	0.23323087	1.008723511	1.941646991	5.560365177
TCGA-B6-A0X1_tumor	0	0.889135496	0.456114962	0.710153676	0.386831677	0.536945462	2.979181273	4.428842378
TCGA-B6-A0X4_tumor	0.657558091	0.374520039	0.271373181	0.850650547	0.664200472	0.589714796	3.408017126	5.076428005
TCGA-B6-A0X5_tumor	0.199635609	0.688742851	0.274498963	0.504079913	0.429985157	0	2.096942493	4.749135816
TCGA-B6-A0X7_tumor	0.468485845	0.350799689	0.723330333	1.154844994	0.502916369	0.496707525	3.697084755	5.30089079
TCGA-B6-A1KC_tumor	0.437113103	1.069470059	0.279752386	0.559504772	0.585731558	0.536192073	3.467763951	6.005578842
TCGA-B6-A1KF_tumor	0	0.373935279	0.402215344	0.761068273	0.606632123	0.558703299	2.702554318	4.505997353
TCGA-B6-A1KI_tumor	0.196189293	0.438701059	0.242511765	0.79838143	0.286109386	0.185289888	2.147182821	4.405817643
TCGA-B6-A1KN_tumor	0.897808159	0.326725293	0.262911176	0.74405508	0.884080205	0.584810819	3.700390732	4.167620623
TCGA-B6-A2IU_tumor	0	0.300976606	0.406318418	0.519184645	0.406318418	0.54175789	2.174555977	5.437523711
TCGA-B6-A3ZX_tumor	0.316557831	0.579964831	0.573761999	0.837382377	1.690271835	1.724387413	5.722326286	4.366524452
TCGA-B6-A400_tumor	0.216908332	0.163385497	0.138288358	0.273248159	0.490156491	0.608470127	1.890456964	3.653949706
TCGA-B6-A401_tumor	0.254925791	0.344149818	0.340963245	0.302724377	0.812575958	0.89542684	2.950766029	4.046610399
TCGA-B6-A402_tumor	0.267579794	1.240268503	0.987152482	1.959841191	2.404602199	1.370442456	8.229886625	4.477321811
TCGA-B6-A408_tumor	0.130351094	0.136624377	0.438468931	0.444823553	0.381277331	0.393986575	1.925531861	4.913164239
TCGA-B6-A409_tumor	0.115061054	0.19056987	0.216175557	0.178984372	0.198480317	0.37682495	1.27609612	4.873330719
TCGA-B6-A40B_tumor	0.745588162	0.647403712	0.533877943	0.610584544	0.441830022	1.365377497	4.34466188	5.278607061
TCGA-B6-A40C_tumor	0.468686557	0.448802885	0.332341377	0.315298229	0.565264393	0.275312733	2.405706174	4.99211313
TCGA-BH-A0AU_tumor	1.14822187	0.448190693	1.122610973	1.348840561	1.131147938	1.032972834	6.231984869	5.539114965
TCGA-BH-A0AV_tumor	0.185417624	0.502421949	0.311877229	0.445600419	0.52036559	0.169788713	2.135471524	3.48213763
TCGA-BH-A0AW_tumor	0.197222216	0	0	0	0.197222216	0.305694435	0.700138867	2.540459193
TCGA-BH-A0AY_tumor	0.165685049	0	0	0	0	0	0.165685049	4.001404099
TCGA-BH-A0AZ_tumor	0.167010332	0	0.167010332	0.225463948	0.430051605	0.421701089	1.411237306	5.059378193
TCGA-BH-A0B0_tumor	0.14686708	1.25938521	0.749022108	1.938645455	1.090488068	2.709697624	7.894105545	3.926758724
TCGA-BH-A0B1_tumor	0	0.135489752	0.135489752	0.135489752	0.159200459	0.135489752	0.701159467	3.899702939
TCGA-BH-A0B2_tumor	0.320078176	0.451875071	0.166762989	0.305015673	0.323843801	0.150625024	1.718200734	4.631918171
TCGA-BH-A0B3_tumor	0.444046578	0.23795504	0.241259971	0.465995286	0.822927846	1.080712472	3.292897193	4.713283515
TCGA-BH-A0B4_tumor	0	0.964908448	0.793075436	0	0	0.812902322	2.570886206	4.8194071
TCGA-BH-A0B5_tumor	0.134138227	0.435949238	0.34875939	0.238095353	0.503018352	0.244802264	1.904762824	3.717046638
TCGA-BH-A0B6_tumor	0	0.146676832	0	0	0.146676832	0.23101601	0.524369674	4.287455533
TCGA-BH-A0B7_tumor	0	0.316564381	0.137636688	0.379687319	0.2202187	0.302800713	1.356907801	3.34085354
TCGA-BH-A0B8_tumor	0.801449833	0.832617327	0.569919882	1.006264791	1.598447168	2.729381933	7.538080934	5.683816992
TCGA-BH-A0B9_tumor	0.077898502	0.461548622	0.12723396	0.561268831	0.469338472	0.486865635	2.184154022	4.211611384
TCGA-BH-A0BA_tumor	0.341234281	0.462088089	0.142180951	0.142180951	0	0.774886181	1.862570453	3.656124163
TCGA-BH-A0BC_tumor	0.116446491	0.116446491	0.116446491	0.326050176	0.451230154	0.11997482	1.246594623	5.134296127
TCGA-BH-A0BD_tumor	0.242770961	0.27133175	0.146376323	0.382364263	0.12138548	0.637273771	1.801502548	3.96111695
TCGA-BH-A0BF_tumor	0.396360779	0.217359137	0.306859958	0.50184389	0.437914732	0.56257659	2.422915086	4.85723636
TCGA-BH-A0BG_tumor	0.543314151	0.889518983	0.67977445	1.066411962	1.195291133	0.856667429	5.230978108	4.450515687
TCGA-BH-A0BJ_tumor	0.288425327	0.184272057	0.144212664	0.288425327	0	0.144212664	1.049548039	4.135370447
TCGA-BH-A0BL_tumor	0.117977457	1.15322964	0.272255397	0.746207414	0.669522067	0.979212891	3.938404866	4.262705068
TCGA-BH-A0BM_tumor	0.224673739	0.443730635	0	0	0.556067505	0.224673739	1.449145618	3.512980764
TCGA-BH-A0BO_tumor	0.259449463	0.126560713	0.205661159	0.196169106	0.756200263	0.844792763	2.388833467	3.485764704
TCGA-BH-A0BP_tumor	0.555489487	1.042157267	0.30388716	0.938924708	0.604647848	0.722627916	4.167734386	3.900158832
TCGA-BH-A0BQ_tumor	0	0.17608302	0	0	0.206897549	0.308145285	0.691125854	4.982623317
TCGA-BH-A0BR_tumor	0.162872559	0.31253941	0.289098791	0.578197583	0.488617676	0.162872559	1.994198578	3.970608516
TCGA-BH-A0BT_tumor	0.394679609	0.343986815	0.289673107	0.611934439	0	0.144836554	1.785110524	4.217663801
TCGA-BH-A0BV_tumor	0.250748892	0.266179593	0.15430701	0.173595387	0.15430701	0.298326372	1.297464264	4.443481516
TCGA-BH-A0BW_tumor	0.427254971	1.018291013	0.356045809	0.843828567	1.530996978	1.093060633	5.269477971	3.496616221
TCGA-BH-A0BZ_tumor	0	0.237792818	0.120401427	0.231772747	0.319063782	0.316483579	1.225514353	3.408985642
TCGA-BH-A0C0_tumor	0.352190549	0.462250095	0.635899406	0.9949383	1.078583555	0.981731154	4.505593059	5.197201768
TCGA-BH-A0C1_tumor	0.747606724	0.721374909	1.000087942	1.154199855	0.924671474	1.098457248	5.646398152	5.042987617
TCGA-BH-A0C3_tumor	0.167502985	0.464820782	0.171911663	0.519259252	0.226129029	0.318255671	1.867879382	3.035000187
TCGA-BH-A0C7_tumor	0.104152203	0.565025699	0.294499726	0.60668658	0.419212615	0.630120825	2.619697648	3.698196237
TCGA-BH-A0DD_tumor	0.397749193	0.271032636	0.244322194	0.499826419	0.341933365	0.535025463	2.28988927	4.981786639
TCGA-BH-A0DE_tumor	0.388694516	0.530406058	0.161956048	0.530406058	0.680215402	0	2.291678082	4.170110989
TCGA-BH-A0DG_tumor	0.313253561	0.352410256	0.15662678	0.40331396	0.606928774	0.528615384	2.361148715	3.305982721
TCGA-BH-A0DH_tumor	0	0.225901361	0.172821207	0.511055539	0.381440003	0.225901361	1.517119471	6.137844165
TCGA-BH-A0DI_tumor	0	0.146959807	0	0	0.146959807	0.243402181	0.537321795	3.602026929
TCGA-BH-A0DK_tumor	0.163715204	0.17930744	0.163715204	0.176308177	0.249665685	0.384730728	1.317442438	4.431963853
TCGA-BH-A0DL_tumor	0.280570919	0.162140389	0.199352938	0.184907026	0.696406262	0.41465411	1.938031644	3.668724937
TCGA-BH-A0DO_tumor	0.388714755	0.638602813	0.767017509	0.295006734	1.50279901	0.336654744	3.928795565	6.046101249
TCGA-BH-A0DP_tumor	0.233261384	0.182037184	0.16086992	0.16086992	0.16086992	0	0.897908328	5.223958288
TCGA-BH-A0DQ_tumor	0.330913291	0.159476285	0	0	0.255162056	0.430585969	1.176137601	4.779928859
TCGA-BH-A0DS_tumor	0.176398421	0	0.352796841	0.352796841	0.280163027	0.401306407	1.563461537	5.693761791
TCGA-BH-A0DT_tumor	0.298400833	0.58149906	0.416996036	1.220382895	0.271621271	0.791909904	3.580809999	4.55980172
TCGA-BH-A0DV_tumor	0.110091441	0.217430595	0	0.330274322	0	0	0.657796358	3.693263379
TCGA-BH-A0DX_tumor	0.528760214	0.285252221	0.727045295	0.852277977	0.295688278	0.720087923	3.409111908	3.580569661
TCGA-BH-A0DZ_tumor	0	0	0	0	0	0	0	3.311104119
TCGA-BH-A0E0_tumor	0.429307086	0	0	0	0.270304621	0.429307086	1.128918793	4.463588134
TCGA-BH-A0E1_tumor	0	0.154989735	0.154989735	0.154989735	0.154989735	0.306104726	0.926063666	5.538261561
TCGA-BH-A0E2_tumor	0	0.369828376	0	0.438633961	0.14621132	0.14621132	1.100884977	5.071994597
TCGA-BH-A0E6_tumor	0.678606732	2.462933627	1.62590656	2.448118988	3.181443587	3.348108268	13.74511776	5.406126389
TCGA-BH-A0E7_tumor	0.181533673	0.294620224	0.559480829	0.696375075	0.164823052	0.494009669	2.390842522	4.833179691
TCGA-BH-A0E9_tumor	0.278565852	0.450620658	0.487490241	0.539721339	1.187386945	1.138637921	4.082422956	5.030929774
TCGA-BH-A0EA_tumor	0.957488763	0.191497753	1.010150645	0.375902428	0.93427732	0.976638538	4.445955447	5.213165586
TCGA-BH-A0EB_tumor	0.118983279	0.125414325	0.118983279	0.143600919	0.40751773	0.461060206	1.375559738	4.160657767
TCGA-BH-A0EE_tumor	0.235951206	0.215305475	0.235951206	0.578080454	0.861221901	0.524991433	2.651501675	2.716480652
TCGA-BH-A0EI_tumor	0	0.616015027	0.608852061	0.934766988	0.820159542	0.898952161	3.878745779	5.390648849
TCGA-BH-A0GY_tumor	0.176052659	0.290486887	0.558967192	0.730618534	0.64398126	0.457736913	2.857843445	4.088715538
TCGA-BH-A0GZ_tumor	0.354061228	1.040054858	0.571945197	0.80991506	1.398541852	0.650587507	4.825105702	4.534168366
TCGA-BH-A0H0_tumor	0.270882736	1.001445266	0.580072121	1.056169051	0.727826341	1.567836441	5.204231956	5.960301222
TCGA-BH-A0H3_tumor	0	0.262959479	0.173380454	0.225393839	0.1252188	0.651137757	1.438090329	4.346644669
TCGA-BH-A0H5_tumor	0	0.540171068	0.35665141	1.191146458	0.395729324	0.348039144	2.831737404	5.090016837
TCGA-BH-A0H6_tumor	0	0.4234512	0.186425589	0.487368363	0.703953265	0.394156367	2.195354784	4.741261029
TCGA-BH-A0H7_tumor	0.118421031	0	0	0.169908127	0.157894313	0.216118381	0.662341852	4.830860313
TCGA-BH-A0H9_tumor	0.151272893	0.226909339	0.151272893	0.177745649	0.252121992	0	0.959322766	4.353547882
TCGA-BH-A0HA_tumor	0	0	0.327726125	0.327726125	0.163863063	0	0.819315313	4.378899509
TCGA-BH-A0HB_tumor	0	0	0	0.178319762	0.326918969	0.178319762	0.683558493	4.319630613
TCGA-BH-A0HF_tumor	1.062525831	0.2874155	0.342954696	0.349272466	0.812261549	0.879950553	3.734380595	4.996642826
TCGA-BH-A0HI_tumor	0.346528198	0	0.141440081	0.141440081	0.371280213	0	1.000688573	4.573468578
TCGA-BH-A0HK_tumor	0.380272709	0.375901759	0.646900701	0.410869364	1.790586172	1.293801402	4.898332107	5.079394772
TCGA-BH-A0HL_tumor	0	0.582128803	0.382541785	0.645331359	0.251331949	0.429112089	2.290445985	5.691285584
TCGA-BH-A0HN_tumor	0.33313598	0.891628651	0.778950305	0.450713384	0.788748422	1.214966514	4.458143256	4.959787151
TCGA-BH-A0HO_tumor	0.102266234	0	0.102266234	0.161647123	0.155622619	0.145729384	0.667531594	4.819339918
TCGA-BH-A0HP_tumor	0.24271227	0.227542753	0.449017699	0.667458742	0	0.121356135	1.708087599	5.37759798
TCGA-BH-A0HQ_tumor	0.215219582	0.696775215	0.184653222	0.63185827	0.259667782	0.610219288	2.598393359	4.706715358
TCGA-BH-A0HU_tumor	0.210046178	0.165490928	0.385084659	0.232323803	0.143213303	0.23246256	1.368621431	4.801793324
TCGA-BH-A0HW_tumor	0.247161371	0.530835218	0.466236223	1.421177885	1.056053132	0.665650511	4.38711434	5.725502643
TCGA-BH-A0HX_tumor	0.295675076	0	0.147837538	0.147837538	0.147837538	0	0.73918769	4.676736411
TCGA-BH-A0HY_tumor	0.169519243	0.427772171	0.358981927	0.445403502	0.581683678	0.528501171	2.511861692	3.572364145
TCGA-BH-A0RX_tumor	0.558431264	0.301634405	0.163045624	0.379081077	0.441940056	0.452451608	2.296584034	4.273758561
TCGA-BH-A0W3_tumor	0.297359617	0.47002004	0	0.325301829	0.565942498	0.191844914	1.850468898	5.228801455
TCGA-BH-A0W4_tumor	0.59628553	0.123582493	0.269634756	0.42327004	0.553031658	0.642628965	2.608433442	4.935355545
TCGA-BH-A0W5_tumor	0.332457335	0.169553111	0.645050989	0.901126507	0.25931698	0.437597404	2.745102326	5.293012682
TCGA-BH-A0W7_tumor	0.283625896	0.279844217	0.151267144	0	0.342872698	0	1.057609955	4.157306718
TCGA-BH-A0WA_tumor	0.463114702	0	0.134923276	0.155161768	0.134923276	0.134923276	1.023046298	3.571133861
TCGA-BH-A18F_tumor	0	0.33909604	0.459005964	0.397446157	0	0.309589638	1.505137799	5.374080072
TCGA-BH-A18G_tumor	0	0.418646034	0	0	0	1.255938102	1.674584136	3.55320929
TCGA-BH-A18H_tumor	0.68534421	1.222505889	0.208381686	0.949294346	1.153045327	0.995601387	5.214172845	4.743446564
TCGA-BH-A18I_tumor	0.166873077	0.995940905	0.418507082	0.768145911	0.701926436	0.807877596	3.859271007	4.369108198
TCGA-BH-A18J_tumor	0.345539159	0.131633965	0.200741797	0.460718878	0.283013025	0.325794064	1.747440888	4.589544064
TCGA-BH-A18K_tumor	0.524500514	0.676242801	0.626761621	0.319978301	0.44203188	0.719126491	3.308641608	4.329400091
TCGA-BH-A18L_tumor	0	0	0.119302751	0.119302751	0.295274308	0.18246282	0.71634263	3.033848691
TCGA-BH-A18M_tumor	0	0.283520678	0.283520678	0.141760339	0	0.262673403	0.971475098	4.593327218
TCGA-BH-A18N_tumor	0.13871507	0.13871507	0.235815618	0.295522746	0.277430139	0.752529253	1.838727896	5.12760147
TCGA-BH-A18P_tumor	0.87313369	1.488123506	0.838967589	1.738674913	2.676344572	1.38182897	8.99707324	5.082117166
TCGA-BH-A18Q_tumor	0.294819088	1.401400324	0.420016236	0.585599559	1.195430824	0.605792647	4.503058678	3.892689576
TCGA-BH-A18R_tumor	0.383071641	0.29575384	0.434576749	1.028096682	0.11266813	0.532356912	2.786523954	3.199154569
TCGA-BH-A18S_tumor	0.136143233	0.268396855	0	0	0	0.238250659	0.642790747	4.056712478
TCGA-BH-A18T_tumor	0.96708848	0.535045993	0.363373482	0.749636632	0.881252224	0.984255731	4.480652542	4.824301051
TCGA-BH-A18U_tumor	0.273982278	0	0.128932837	0.132156158	0.270758957	0.435148324	1.240978554	3.561677452
TCGA-BH-A18V_tumor	0.208357985	0.553189343	0.236635024	0.56881616	0.634448794	0.800093061	3.001540367	4.355198278
TCGA-BH-A1EN_tumor	0.235397887	0.174255579	0.122284617	0.122284617	0.122284617	0.122284617	0.898791934	3.108002517
TCGA-BH-A1EO_tumor	0	0.294980726	0	0	0	0	0.294980726	3.704366986
TCGA-BH-A1ES_tumor	0.735212771	0	0.412518371	0.553571969	0.34598248	0	2.047285591	5.930416351
TCGA-BH-A1ET_tumor	0.242469096	0.502123091	0.43432588	0.383477972	0.601700244	0.777549259	2.941645542	3.90154286
TCGA-BH-A1EU_tumor	0.10875455	0.726325032	0.650585256	0.547656842	0.627280709	0.502989795	3.163592184	4.553508897
TCGA-BH-A1EV_tumor	0.23101809	0.628505096	0.33633516	0.720232867	0.563955924	1.151693123	3.63174026	4.921641226
TCGA-BH-A1EW_tumor	0.258343012	0.445548092	0.435677143	1.287970956	1.070813063	0.629009072	4.127361338	5.000437785
TCGA-BH-A1EX_tumor	0.094923013	0.135604169	0.353588224	0.683445695	0.187472951	0.282395964	1.737430016	3.460603213
TCGA-BH-A1EY_tumor	0.346832816	0.363890167	0	0.192972775	0.480855384	0.545835251	1.930386393	4.406192776
TCGA-BH-A1F0_tumor	0.271352532	0.119945685	0.152062026	0.132896672	0.2772515	0.330342213	1.283850628	4.23398482
TCGA-BH-A1F2_tumor	0.32657139	0.361826618	0.382439736	0.289461294	0.248936713	0.211306745	1.820542496	3.422236135
TCGA-BH-A1F5_tumor	0.232426054	0.20963873	0.218753933	0.516122561	0.314458779	0.136721208	1.628121265	4.923979408
TCGA-BH-A1F6_tumor	2.270812187	1.749199883	1.825643065	1.416447206	3.156653773	3.228600298	13.64735641	7.114756671
TCGA-BH-A1F8_tumor	0.147564617	0.486416699	0.237742993	0.224079603	0.52740687	0.109307123	1.732517905	3.077861818
TCGA-BH-A1FB_tumor	0.164226795	0.275566994	0.400824719	0.592886564	0.473195849	0.514948424	2.421649345	4.510974994
TCGA-BH-A1FC_tumor	0.191598022	0.099630812	0.172089313	0.151936988	0.290590201	0.226660097	1.132505433	4.16069405
TCGA-BH-A1FD_tumor	0.727755918	0.827643985	0.82479004	1.572523571	0.702070415	1.738052368	6.392836297	5.453472097
TCGA-BH-A1FE_tumor	0.195742808	0.506321397	0.287089452	0.696844396	0.104396164	0.224451753	2.01484597	3.947286205
TCGA-BH-A1FG_tumor	0.265589231	0.326294962	0.331986539	0.295098851	0.136114481	0.355225597	1.710309661	6.152540933
TCGA-BH-A1FH_tumor	0.263557618	0.503687891	0.295770215	0.875596974	0.456833204	0.860954884	3.256400786	4.183628584
TCGA-BH-A1FJ_tumor	0.226962276	0.31207313	0.137799011	0.337606386	0.306818953	0.266680675	1.587940431	6.212144098
TCGA-BH-A1FL_tumor	0.31253373	0.611115061	0.287419412	0.52461019	0.226427339	0.357181406	2.319287138	5.206998656
TCGA-BH-A1FM_tumor	0.647789727	0.222280789	0.266736946	0.184175511	0.127017593	0.127017593	1.575018159	3.131068098
TCGA-BH-A1FN_tumor	0.227595405	0.454395394	0.724333251	0.818811501	1.138237966	0.836807359	4.200180876	4.153737023
TCGA-BH-A1FR_tumor	0	0.199125001	0.354000444	0.199125001	0.398250002	0	1.150500448	4.717712088
TCGA-BH-A1FU_tumor	0.33643105	0.168215525	0.224286806	0.462592694	0.479414247	0.281761005	1.952701327	3.518174212
TCGA-BH-A201_tumor	0.667858349	0.462134125	0.227340174	0.745377621	0.319021622	0.31007709	2.731808981	4.288966792
TCGA-BH-A202_tumor	0	0.215351688	0.229396363	0.456451947	0.550083115	0.421340259	1.872623372	4.357245114
TCGA-BH-A203_tumor	0.24821811	0.561593475	0.204779941	1.141803308	0.431278967	0.94322882	3.530902621	2.811816502
TCGA-BH-A204_tumor	0.284371008	0.191027852	0.251809442	0.167149371	0.126906749	0.199710937	1.220975359	5.359202162
TCGA-BH-A208_tumor	0	0.26855352	0.224913573	0.13427676	0.177825399	0.308836548	1.1144058	3.312823595
TCGA-BH-A209_tumor	0.38046223	0.460695762	0.138944806	0.261406022	0.354580446	0.284699628	1.880788894	4.90647024
TCGA-BH-A28O_tumor	0.141048474	0.338516338	0.401773758	0.426671635	0.574772533	0.416092999	2.298875737	4.571090589
TCGA-BH-A28Q_tumor	0.097857864	0.195715728	0.231300762	0.261769786	0.584700737	0.677665708	2.049010585	5.426381072
TCGA-BH-A2L8_tumor	0.137038526	0.270651089	0.229539531	0.349448242	0.407308648	0	1.393986036	4.990356074
TCGA-BH-A42T_tumor	0.252438356	0	0.126219178	0.126219178	0.378657534	0.252438356	1.135972602	6.103493126
TCGA-BH-A42U_tumor	0	0	0	0	0.120694169	0.362082507	0.482776676	4.246948045
TCGA-BH-A42V_tumor	0.11306941	0.11306941	0.265713115	0.22048535	0.469238054	0.325074555	1.506649894	5.650447735
TCGA-BH-A5IZ_tumor	0	0.172536993	0	0.31852917	0	0	0.491066163	3.674867859
TCGA-BH-A5J0_tumor	0.175544672	0.175544672	0.175544672	0.175544672	0	0.175544672	0.87772336	5.364964657
TCGA-BH-A6R8_tumor	0.276156175	0.189744103	0	0.145098687	0	0.145098687	0.756097652	4.140326994
TCGA-BH-A6R9_tumor	0.383540124	0.35539039	0.320203223	0.724855648	0.995796837	0.562994678	3.3427809	3.654198298
TCGA-BH-A8FY_tumor	0	0.312356785	0.525326078	0.372981516	0.288929343	0.341461951	1.841055673	4.596369997
TCGA-BH-A8FZ_tumor	0.405491716	0.365344022	0.353299713	0.630318807	0.778865277	0.461698489	2.995018024	3.605273687
TCGA-BH-A8G0_tumor	0.186149827	0	0.186149827	0.316454707	0	0.186149827	0.874904188	4.874943229
TCGA-BH-AB28_tumor	0.222926167	0.520998514	0.988243214	0.554077785	0.616101418	0.566482512	3.46882961	5.187010752
TCGA-C8-A12K_tumor	0.199118082	0.291162793	0.160139536	0.163051164	0.224195351	0.279516282	1.317183208	3.964776636
TCGA-C8-A12L_tumor	0.425445022	0.308841572	0.2048439	0.405748493	0.646046145	0.779982541	2.770907673	3.595534021
TCGA-C8-A12M_tumor	0	0.559839969	0.382557312	0.648481298	1.147671937	0	2.738550516	5.6967414
TCGA-C8-A12N_tumor	0.14580484	0.21208043	0.211033551	0.783701014	0.860248554	0.426479156	2.639347545	4.036037241
TCGA-C8-A12O_tumor	0.316059484	0.131691452	0.29301348	0.31935177	0.223875468	0.190952605	1.474944259	4.194591944
